"logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene","Direction"
-1.21278879374952,5.14559577569197,-8.10644825180113,3.90865290369879e-15,1.11771546446517e-13,23.7136340017397,"CMTM5","Down"
1.09754496473452,3.56190850206644,8.09313721343255,4.30642612347114e-15,1.2231557368908e-13,23.6188957806638,"ANGPTL4","Up"
-1.36624897288248,3.30138577121611,-8.0889894401644,4.43835332271926e-15,1.25638966411026e-13,23.589399454665,"SLC25A48","Down"
1.21968368293891,4.8724012723204,8.07625723894971,4.86875567744625e-15,1.37131190426801e-13,23.4989288758816,"CD44","Up"
-1.29016015299855,4.70621387250875,-8.03178555937152,6.72119886925181e-15,1.8619268512304e-13,23.1837913026955,"ATP1A3","Down"
1.28122948282655,3.94757167882766,8.03115108191934,6.75212328916732e-15,1.8674222095147e-13,23.1793049572209,"CYR61","Up"
-1.19215798759255,4.73082890220553,-8.00959633539324,7.89039162832509e-15,2.15045090931844e-13,23.0270556773355,"PHYHIPL","Down"
-1.03396201066945,3.69945879752071,-7.97410922401127,1.01904377962923e-14,2.72008785741602e-13,22.7770871996096,"CACNA1A","Down"
1.15554514386123,1.70635526523219,7.95925118791851,1.13395812575089e-14,3.01250105867857e-13,22.6726840091558,"HOXB3","Up"
-1.26618106449108,3.02207253351954,-7.95461632491992,1.17235519681966e-14,3.10960292598952e-13,22.6401470784729,"GALNT9","Down"
1.24060613258305,4.10538139580096,7.95098952681696,1.20329339368908e-14,3.18164374095841e-13,22.6146970711791,"RGS1","Up"
1.02446211727061,5.04638250192583,7.94698131759759,1.23842299880373e-14,3.25635368304029e-13,22.5865811106091,"ACTA2","Up"
-1.38550957673382,2.05095173748154,-7.9214136703925,1.48756815504238e-14,3.86652938817575e-13,22.4074938895005,"RP11-307B6.3","Down"
